,title,author,content,price,grade,genre
2801,레이디 투 퀸 1~3 세트,"
미르영 저
        ","



이모들의 눈빛이 따뜻하다.나와 성진이 형이 당신들의 아들이라는 것을 알지 못하는데도 따뜻하고, 아련한 눈빛을 보내고 계신다.‘역시 핏줄인가?’기억을 모두 잃었지만, 본능적으로 자신들의 피가 흐르는 것을 알고 있는 모양이다.‘그것만은 아니겠지. 그간 여러 가지 일을 겪으면서 우리와 부대끼며 지내왔으니…….’그간 해결사 노릇을 하며 이모들과 여러 가지 일을 겪어온 탓에 아들처럼 생각하는 감정이 생겼을 것이라는 생각도 든다.“성찬아, 웬일이니?”“대한민국에 잠입한 자들을 처리하는 일이 시작되어 걱정이 들어 와봤어요.”큰 이모, 아니, 이제는 큰어머니라 불러야 할 분의 말씀에 간단하게 대답을 드렸다.“제주도에 있는 문파들의 움직임이 심상치 않더니 시작된 모양이구나? 너는 어떠니?”“저도 정부에서 준 임무를 끝내고 오는 길이에요.”“그렇구나.”큰어머니가 고개를 끄덕이자 옆에 있던 어머니가 인자한 눈으로 나를 바라보며 입을 여신다.“성찬아, 밥은 먹었니?”“아니요. 어제 문도들과 먹기는 했지만, 그것뿐이라서 그런지 조금 출출하네요.”“어머! 아무리 일이 급하지만 든든히 챙겨 먹어. 우리도 아직 식사 전인데 같이 먹자.”“그래요. 하하하, 오랜만에 포식 좀 하겠네요.”“금방 차릴 테니 조금만 기다려라.”“시간 많으니까 천천히 하세요.”“호호호, 그래.”어머니가 부리나케 부엌이 있는 곳으로 향하신다.2차 대변혁이 일어나 세상이 어수선한 가운데도 어머니는 내 끼니가 제일 급한 문제인 것처럼 빠르게 부엌으로 향했다. 그 모습을 보니 가슴이 따뜻해진다.                    


","37,260",,
2802,차원통제사 9,"
불량집사 저
        ","



도시의 젊은 사장님이었던 이선재는어머니의 병환 소식에 소읍 인당리로 귀향한다.가족과 함께 시골에서 한가로운 일상을 보내려 하지만,타고난 사업가 기질은 어디 가지 않는 법!이장인 아버지의 영향력을 십분 활용해인당리를 심시티(?)하기 시작한다?!스펙타클(?)한 시골의 하루하루,그 속에서 한 남자의 신선한 성공담이 펼쳐진다!                    


","7,200",,
2803,인당리 퀘스트 5,"
레옐 저
        ","



“……뭐, 이제는 더 이상 이룰 것도, 즐길 것도 없구나.” 한때는 플레이를 즐기는 유저의 숫자가 워낙 많은 탓에, 서버가 터지는 일도 빈번했던 제노니아 온라인.하지만 그 어느 온라인 게임도 흐르는 시간을 이길 순 없듯,8년이라는 시간과 새로 출시된 다른 게임에 플레이어를 빼앗기고어느새 사람들의 추억 속으로 사라지고 있는 게임이 되었다.서버 최초로 만렙을 달성하였고, 최강의 보스 몬스터인‘드래곤로드 페라노투스’조차 소환수들로만 사냥이 가능한 그가더 이상 제노니아 온라인에서 무언가 목표를 설정하고,달성하고, 즐길 만한 것은 아무것도 없었다.8년간 즐겨 온 자신의 인생 게임.그러나 날이 갈수록 줄어드는 플레이어 숫자와 텅 빈 자신의 친구 목록을 보며시현 역시도 제노니아 온라인을 접고자 마음먹는다.그런 시현에게 도착한 한 통의 메일.[플레아스 대륙에서 ‘다크시현’님을 소환하였습니다. 소환에 응하시겠습니까?]새로 업데이트된 지역이라 생각하여 이동하였으나,게임 속 세계가 아닌 이세계 플레아스 대륙으로게임 속 모든 능력을 가지고 소환된 시현의 거침없는 행보가 시작된다.                    


","7,200",,
2804,마왕강림 11,"
송재일 저
        ","



『용권』의 작가 ‘송재일’의 신작!한 소년의 무림 일대기 『마교육제』유혈이 낭자했던 정마대전 이후 평화 유지를 위해서로의 제자를 십 년간 맞교환하기로 한 무림맹과 마교그러나 마교주의 다섯 제자가 아닌듣도 보도 못한 ‘여섯 번째 제자’ 소윤이 무림맹으로 가는데……난데없이 무인의 길을 걷게 된 소윤이지만협의를 알게 되고, 이를 행하기로 마음먹는다협俠을 사랑하는 마교육제 소윤정과 마를 아우르는 절대자로 우뚝 서다!                    


","7,200",,
2805,마교육제 9,"
민혜윤 저
        ","



내 마음 속 깊게 그어진 날카로운 추억할퀴어진 사춘기의 상처가 아물 때쯤 다시 만난 우리들의 이토록 뜨거운 순간.『키스 온 더 피스트』는 고등학생 시절 짧은 추억을 나누었던 최우현, 김해준이 10년 후, 국가대표 펜싱 선수와, 세계적인 포토그래퍼가 되어 재회하는 내용을 담고 있다. 두근두근 설레는 학창시절의 풋풋함부터 성숙한 어른으로 서로를 탐하는 관능적인 모습까지. 사랑을 통해 몸과 마음이 한 뼘씩 자라나는 과정을 자연스럽고 솔직담백하게 그려낸다. 최우현의 사브르 검처럼 날카롭고 예리하게 독자의 심장을 찌르는 소설 『키스 온 더 피스트』. 역동적이고 힘찬 몸짓에 모두가 빠져들 것이다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","7,200",,
2806,키스 온 더 피스트 2,"
민혜윤 저
        ","



내 마음 속 깊게 그어진 날카로운 추억할퀴어진 사춘기의 상처가 아물 때쯤 다시 만난 우리들의 이토록 뜨거운 순간.『키스 온 더 피스트』는 고등학생 시절 짧은 추억을 나누었던 최우현, 김해준이 10년 후, 국가대표 펜싱 선수와, 세계적인 포토그래퍼가 되어 재회하는 내용을 담고 있다. 두근두근 설레는 학창시절의 풋풋함부터 성숙한 어른으로 서로를 탐하는 관능적인 모습까지. 사랑을 통해 몸과 마음이 한 뼘씩 자라나는 과정을 자연스럽고 솔직담백하게 그려낸다. 최우현의 사브르 검처럼 날카롭고 예리하게 독자의 심장을 찌르는 소설 『키스 온 더 피스트』. 역동적이고 힘찬 몸짓에 모두가 빠져들 것이다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","8,100",,
2807,키스 온 더 피스트 1,"
가프 저
        ","



돌팔이 소리를 들어가며 공중보건의로 근무하던 윤도.달라지고 싶은 마음에 찾아간 중국으로의 명의순례.기회는커녕 명의순례 버스가 호수로 추락하고야 만다. 호수 속에서 정신을 잃어가기 직전 기이한 빛을 목격하며 정신을 잃고, 깨어나 보니 운 좋게 구출되어 있었다. 구사일생으로 살아난 윤도는 요행이나 바라서 참극을 당한 거라 반성하며 한국으로 돌아온다.그런데 이게 웬걸?참극을 겪은 지 30일이 지나자 전에 없던 침술 실력이 생기고 맥을 짚으면 그 사람의 질병이 손금 들여다보듯 훤히 보이기 시작한다.게다가 산해경에 나오는 세계에서 하루에 한 번씩 영약, 영물을 가져올 수 있게 되는데…….초짜 한의사에서 화타, 편작 뺨치는 신의로 향하는 윤도의 드라마가 시작된다.                    


","8,100",,
2808,한의 스페셜리스트 7,"
요람 저
        ",,"7,200",,
2809,천 번의 환생 끝에 13,"
남운 저
        ","



내가 독재자의 비선이라고?하나부터 열까지 전부 뜯어고쳐 주마!수년간 정치권의 사냥개 노릇을 하던 이한상동명이인의 노인을 처리하던 날수명이 다한 사냥개처럼 팀원들에게 살해당한다그런데 눈을 뜬 곳은 그 노인의 20대 군 시절, 1980년!보직은…… 정두화 사령관의 당번병?신의 장난으로 회귀한 그의 앞에국가의 미래를 바꿀 수 있는 기회가 주어지는데……“나에게 원하는 게 뭐죠?”“작지만 위대한 나라. 내가 꿈꾸는 대한민국을 만들어 주게.”                    


","7,200",,
2810,독재자의 당번병 10,"
이창연 저
        ","



손대는 가수마다 모두 실패한마이너스의 손, 강윤.사채업자에게 쫓겨사랑하는 동생과 삶을 잃고 죽음을 맞는데…….""혹시 원하는 게 있는가? 내 정신없어서 그냥 갈 뻔했군.""""그냥 다시 시작하고 싶네요. 처음부터 다시.""우연히 얻은 10년과 음악을 보는 눈!더 이상 마이너스의 손은 없다.3류든, 1류든 그의 손을 거치면 신화가 된다!                    


","7,200",,
2811,음악의 신 19,"
리틀데몬 저
        ","



꽝손 강화술사로 실패만 거듭해 오던 강지호. 강화술사의 꿈을 품었지만 현실에 절망한다. 그러나 우연찮게 만나게 된 수수께끼의 스승님. 정체불명의 문양과 만나고, 최강의 강화실력을 거머쥔다! 이제 꽝손 강화술사라는 오명은 끝이다!                    


","7,200",,
2812,출근하는 강화술사 5,"
화운 저
        ","



[성장형 헌터] [올라운드 플레이어] 세계 최초의 더블 타이틀 헌터로 각성한 이시우! 하지만 그런 그가 ‘괴물 공포증’이라고? 그러면 정말 쓸모없는 헌터잖아? 아니! 나는 너희에게 복수하기 위해 나의 진면목을 숨겼다. 지금부터 내가 누구인지를 너희에게 똑똑히 보여주마! 거칠 것 없는 헌터 이시우의 시원한 성장기! 나를 막을 수 있는 자는 아무도 없다. 세상의 질서를 새롭게 정의하는, 나는 헌터다!                     


","7,200",,
2813,나는 헌터다 9,"
이민우 저
        ","



“이 빌어먹을 가챠 영웅들아!”-이영(25, 프로게이머 지망생, 무직)아벤투라 연대기의 1위 랭커 ‘제로’였으나프로게이머 데뷔에 실패하고 고시생이 되어버린 이영.가상현실 게임으로 돌아온 아벤투라 연대기2특전으로 레전더리 직업 ‘영웅 소환사’로 전직하여포기했던 프로게이머란 꿈에 재도전한다!“제발, 이번에는 제대로 된 영웅이 나와라!”제로, 과거의 영광은 되살아날 수 있을까?                    


","7,200",,
2814,이 빌어먹을 가챠 영웅들 8,"
아베 아키코 저/이희정 역
        ","



향기로 사람의 감정을 느끼는 힘을 가진 고교생 카노는 할머니가 운영하는 카마쿠라 근교 향 전문점 ‘카게츠 향방’에서 살고 있다. 자신을 잘 이해해주는 대학생 아르바이트 유키야를 남몰래 짝사랑하는 카노는 어린 시절 자신의 체질로 인해 겪은 상처로 마음의 문을 살짝 닫고 부모와도 떨어져 할머니와 함께 살아간다. 어느 날 저녁, 평소처럼 밝게 웃는 할머니에게서 딱딱하게 경직된 낯선 향기를 느낀 카노는 의아하게 생각한다. 그리고 돌아가신 할아버지가 할머니에게 선물한 세상 유일한 향을 피운 모습에서 더욱 평소와 다름을 느끼고 불안해한다. 여름밤을 조용히 감싸는 달콤한 향기 그 너머에 숨겨둔 사연은 과연 무엇일까. 한여름 카마쿠라를 배경으로 포근하고 따스한 네 편의 이야기가 향기처럼 가슴을 스며든다.향기를 느끼는 소녀 카노의 일상 미스터리 로맨스 『카마쿠라 향방 메모리즈』 그 두 번째 이야기!                    


","7,200",,
2815,카마쿠라 향방 메모리즈 2,"
혁 저
        ","



대한민국의 역사를 통탄하던 박영철.검의 부름으로 인해 어린아이 백강으로 깨어났다.시기는 임진왜란 발발 전인 1581년 조선!“11년 정도가 남은 건가?”조선의 영웅들로 청천회(靑天會)을 결성하고,역사를 거스르는 문명을 발전시켰다.이제 참화의 불꽃을 꺼뜨릴 진격이 시작되리니……!!“기필코 이 땅에 제국을 세우리라!”                    


","9,900",,
2816,백강의 제국 14,"
리디어 저
        ","



―네가 내 한을 좀 풀어줘야겠다.아버지를 잃은 배우지망생 신태진…슬픔에 지쳐 있던 그에게 영혼의 목소리가 들려왔다.“결과로 보여드리겠습니다.”염원했던 아버지의 소원성취!배우가 될 일생일대의 기회!“내 연기에 한계란 없으니까!”정점을 향해 오르는 스타배우.심금을 울리는 그의 연기가 시작된다!!                    


","7,200",,
2817,"넘버원, 스타배우 7","
이상훈 저
        ","



상실 어른들의 사회에 묻혀 동심을 잃어가고 있는 어린 세대... 일상생활과 주위환경에 얽매여 동심을 잃어버린 어른들... 지금 우리 사회에 동심이란 것이 어떤 식으로 존재할까? 어린 시절 간직했던 순수한 마음을 기억하는 어른들이 있을까?  희망 상실되어 가는 동심의 순수함을 들춰내어 어른들의 마음을 정화시키고 콘크리트와 매연에 찌든 어린 세대에게  선량하고 순수하고 아름다운 마음을 심어주고 싶다.  교훈 뒤돌아 볼 수 있을 만큼 가까운 지난 시대의 삶에서 그 보다 더 오랜 시절의  도깨비마을에서 벌어지는 여러 상황을 통해 단순하지만 순수하지만 지혜롭고 강인한 모습을 연출하여 어린 세대에게 교훈을 주고 어른들에게는 동심과 향수를 젖게 하는  아름다운 동화같고 그림같은 순수한 이야기를 들려주고자 한다.                    


","7,200",,
2818,무지개 도깨비마을,"
박선우 저
        ","



기러기 아빠로 살던 최강철은 다니던 회사에서 일방적으로 잘리게 되고 아무것도 남지 않자 가족들을 만나기 위해 캐나다로 향한다. 그러나 믿었던 가족들의 배신으로 삶의 모든 희망을 잃어버린 그는 다리 위에서 그마저도 놓기로 결심하는데……. 하지만 삶의 끝자락에서 만난 악마 루시퍼와의 거래로 기억을 가진 채 고등학생으로 되돌아온 최강철은 다시는 비참한 삶을 살지 않기 위해 미래를 바꾸기로 결심한다.                    


","9,000",,
2819,기적의 환생 3,"
남호원 저
        ","



열심히 살았지만 뭐 하나 되는 것 없던 인생,어느날 특별한 전화가 걸려왔다.-귀하를 재능채굴기로 스카우트하고 싶습니다!장난전화인줄 알았는데인생역전, 대박인생, 천재일우의 기회였다.                    


","7,200",,
2820,재능 캐는 남자 6,"
해도연 저
        ","



과학적 지식과 감수성이 어우러진 한국형 하드SF경이로운 상상력이 빚어내는 아름답고 단단한 네 편의 이야기, 한국 창작 하드SF의  새로운 지평을 여는 국가기상위성센터  소속 연구원이자 작가인 해도연의 첫 번째 소설집   화제의 SF소설 『오류가 발생했습니다』에 이어 그래비티북스가 펼치는 네 번째 GF시리즈인 『위대한 침묵』은 탄탄한 과학적 지식을 바탕에 두고 인간의 삶에 대한 감수성까지 담은 신인 작가 해도연의 첫 번째 소설집으로 그만의 경이로운 상상력이 담긴 네 편의 작품을 골라 실었다.   ‘과연 우리가 전 우주에서 유일한 생명체일까’를 묻는 페르미 역설에 대한 SCI-FI로서의 답변인 표제작 「위대한 침묵」은  아시아태평양이론물리센터에서 발행하는 웹진 [크로스로드]에 게재된 작품으로 국내에서 보기 드문 하드SF로 과학적 아이디어와 함께 극적 긴장감이 뛰어난 작품이다. 이 외에도 ‘나’를 대신하는 또 다른 완벽한 ‘나’가 있었으면 하는, 차가운 세상 속에서 완벽한 나를 찾아가는 「따뜻한 세상을 위하여」, 인공두뇌 연구라는 소재를 바탕으로 의식과 기억에 대해 사유하게 하는「마리 멜리에스, 목성의 위성 에우로파에서 연구하는 세 명의 과학자들이 지구로 귀환 전, 마지막 탐사를 떠나 새로운 외계문명을 발견하는「위그드라실의 여신들」까지. 언젠가 우리에게서 일어날 수도 있을 법한 이야기가 작가만의 시각과 감각적인 필치로 그려진다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","7,200",,
2821,위대한 침묵,"
일가 저
        ","



[System Loading…….]현대에서 중원의 세계로 떨어진 이현.마교의 삼류무사로 살다가 죽을 위기에 처하는데…―본좌가 네 녀석의 스승이다!개조된 육체에 천마가 탑재되었다.“스승님! 저만의 마교를 만들어보겠습니다!”불행의 연속이던 삶은 끝났다.이제 신(新) 마교의 깃발을 휘날리며,육도흑마의 이름으로 중원 정복이 시작된다!!                    


","11,700",,
2822,천마를 탑재하다 8,"
언정이 저
        ","



남자친구에게 이별을 선고받은 우희.지독히도 운수 나쁜 날.우연히 들어간 컵케이크 가게 봄바람 프로스팅에서 두문불출.일명 뱀파이어로 불리는 재명을 만났다? “원래 말이 없으세요?”“예.”우희는 재명의 평생의 짝을 불쌍히 여겼다.도대체 누가 이토록 심심한 남자를 견딜 수 있을까!“원래 그렇게 말이 많습니까.”“말이 많지는 않지만 침묵을 어려워하는 스타일이에요.”재명은 우희의 평생의 짝에게 연민이 솟구쳤다.도대체 누가 못 말리는 이 여자를 감당할 수 있을까!달라도 너무 다른 두 사람,달고 단 컵케이크처럼 달콤해질 수는 없는 걸까.                    


","7,200",,
2823,봄바람 프로스팅,"
조휘 저
        ","



[광해록] [군왕록]의 작가 조휘의 새로운 대작!태을문(太乙門)의 28대 제자 羽建.기사멸조(欺師滅祖)의 대죄를 저지른반도를 고초 끝에 처치하는데 성공하나그의 앞에 펼쳐진 것은 수백 년 후의 미래!어느 날, 정체 모를 이들의 습격을 시작으로베일 속에 감춰졌던 현대무림의 진실이 드러난다.‘최조의 100인’이라 불리는 절정 고수들.다시금 부활한 사교(邪敎)의 제천회(諸天會).그들과 얽힌 무협 활극이 지금 펼쳐진다!                    


","8,100",,
2824,현대무림 8,"
최예균 저
        ","



전형적인 칼리지 푸어(College Poor) 한정훈.가난이 싫었고 재능조차 전무했던 그가아버지가 간직해 온 낡은 룰렛을 돌리는 순간.과거, 현재, 미래를 지배하는 시간 여행자로 변화하다!룰렛을 통해 뜻밖의 상황들을 헤쳐가며불가능을 가능으로 만드는 능력자로 거듭난다.자신의 소중한 이들을 지키기 위해희망을 잃어가는 이 시대의 사람들을 위해그는 오늘도 간절한 마음을 담아 레버를 당긴다.                    


","7,200",,
2825,타임룰렛 14,"
요그 저
        ","



[급구!! 서빙 아르바이트! 시급 1만 원!]신비한 비밀을 간직한 레스토랑 ‘아우름 아라’.그가 먹은 것은 세계에 단 하나뿐인 심해진주였다.“…백만… 천만… 시, 십억!!”졸지에 십억의 빚을 지게 된 대학생 유진.심해진주를 원하는 불사의 미녀 오르피나.두 사람에게 건넨 마스터의 특별한 제안.아담의 혈족으로서, 황금서판을 계승하라!!                    


","7,200",,
2826,황금도마 12,"
우토 저
        ","



이계에 군림하던 초월자 스케라.그에게 강제소환을 당한 무능력자 이진혁.한줌의 마나도 없던 그가 절대강자로 성장한다.“이제 지구로 돌아갈 수 있겠구나.”초 고대병기 타이탄과 함께 돌아온 진혁!그리고 마주하게 된 불행한 진실들…절대자의 통쾌한 복수극이 시작된다!!                    


","7,200",,
2827,귀환하니 먼치킨 3,"
홀로선별 저
        ","



거듭되는 실패와 망가진 인생.이제 겨우 뭔가를 해 볼 수 있겠다 싶을 때, 신의 장안이 시작된다.“다시 원래의 세상으로 돌아가려면 소리를 완벽하게 지배해야 해.”어처구니없는 실수로 다른 차원으로 끌려간 희민.다시 돌아오기 위해 끔찍한 시간을 겪어야 했지만,그로 인해 기연을 얻게 된다.“어떤 것을 배우든 다른 사람들보다 최소 10배 이상은 빨리 완성하게 될 것이다.”실패한 인생을 복구하기 위해차원의 소용돌이를 다시 건너 그가 돌아왔다.17세의 강희민은 그렇게 전능의 뮤지션이 되어 간다.                    


","7,200",,
2828,전능의 뮤지션 3,"
엽태호 저
        ","



무자비한 신의 암살자『시바의 후예』가 돌아왔다!더러운 음모에 희생된 가족인도 암살단 떠끼와의 기연그리고 손에 넣은 파괴 신 시바의 초능력!“절대 잊지 않을게. 내가, 내가 죽여 버릴 거야.”복수를 마치고 허무에 빠진 김태민모든 것을 버리려던 그를 붙드는 강렬한 욕망!그 발걸음은 이제 어둠 속에만 머무르지 않는다!복수의 시간은 끝났다이제 세계를 손에 넣는다!                    


","7,200",,
2829,시바의 후예 2부 6,"
강동호 저
        ","



『성공시대』『효종』의 작가, 강동호!깨지고 부서져도 다시 도전하는 ‘大望’을 품고 돌아오다!삼류 대학 출신에 잘난 스펙도 백도 없는 혁권실컷 이용만 당하다 상사들의 잘못을 뒤집어쓴 채내전으로 시끄러운 리비아로 좌천되다!테러가 횡행하는 곳에선 뛰어난 영업 실력도 무용지물하릴없는 처지에 좌절감으로 흔들리기도 잠시,리비아 정부는 물론 반군 세력과도 거래하는 밀수업자와 손잡고한국으로의 복귀를 희망하며 위험한 거래에 뛰어드는데……고스펙, 금수저가 판치는 답답한 세상, 사이다처럼 시원하게 뒤엎을상사商社맨의 대장정이 펼쳐진다!                    


","7,200",,
2830,대망 28,"
조선사람 저
        ","



정묘년(1507) 봄. 한양에서 내로라하는 기생들은 모두 모여 있다는 광통교 기방에는 출신 모를 계집종 하나가 새로 왔다. 누구는 양반집 딸이라느니, 또 누구는 원래부터 천것이었다느니 말들이 많은 그 아이의 이름은 연화. 어디서 누구의 자식이고 어떻게 흘러들어왔는지 알 길 없던 연화에게 뜻하지 않은 인연이 찾아온다! 바로 기방 행수의 조카 설화. 둘은 차츰 서로 가까워지면서 동무 이상의 아슬아슬한 감정을 넘나든다.                    


","7,200",,
2831,화무(花舞),"
룩73 저
        ","



“김지훈 선수! 아직도 공을 미트에서 놓지 않고 있습니다. 그야 말로 투혼. 투혼입니다!”투수의 굳건한 표적이 되어야 하는 사람.어떤 실투도 가슴으로 안아야 하는 사람.판을 읽는 신의 눈과 헤라클래스의 배짱, 야수들을 아우를 큰 가슴을 가진 사람.지난 타석의 승부를 기억하며 이번 타석의 승부를 승리로 이끌어야하는 사람.경기가 끝난 뒤 상대팀의 숨소리까지 복기할 수 있는 사람.마스크와 레그가드, 샅보대를 착용하고 쉴 새 없이움직이며 9이닝을 버텨야 하는 사람.홈 플레이트로 돌진하는 주자를 자신의 온몸으로 막아내야 하는팀 최후의 수비수.그게 바로 야구의 ‘포수’다. 그리고 그날의 김지훈은 모두가 인정하는 ‘포수’였다.부상으로 모든 것을 잃어버린 ‘포수’ 김지훈과우연히 그에게 찾아온 야구의 정령 ‘지니’가 함께 하는 프로야구 도전기.이미 팬들에게 잊혔던 2군 방출 선수가 다시금 ‘사상 최강의 안방마님’이 되어 세상을 놀래게 만든다.                    


","19,100",,
2832,사상 최강의 안방마님 6,"
Angelina Park 저
        ",,"7,200",,
2833,Magic Diary,"
J.W. Hong 저
        ",,"6,200",,
2834,The Song for Melody,"
이산책 저
        ","



전설적인 대배우 라이더 베스.동양인 사상 최초 할리우드 아카데미 남우주연상 수상!출연영화 28편.총 누적관객 수 25억 명.완벽한 외모와 스타성.신들린 연기력으로 출연하는 모든 영화에서 압도적인 존재감을 과시 등 수많은 이야깃거리를 몰고 다니는 그가 약물과다복용으로 36세에 절명하게 된다.그렇게 사망한 라이더 베스가 한국의 20대 무명 스턴트맨 김태웅으로 다시 태어나게 된다. 왜 다시 태어나게 됐는지 이유는 모르지만 눈앞에 ‘배우의 꿈’ 시스템이 보이더니 원래 몸의 주인 김태웅의 꿈, 배우가 되도록 해야 한다.‘배우의 꿈’ 시스템!라이프 포인트 하나당 하루의 생명!미션을 수행하면 라이프 포인트를 얻을 수 있다. 또한 라이프 포인트로 자신이 원래 가지고 있던 ‘미친’ 능력들을 다시 얻을 수도 있다.이러한 시스템의 굴레에 갇히게 된 라이더 베스는 이번 생은 평범한 삶을 살고자 했던 생각을 접고 어쩔 수 없이 또다시 배우의 길로 들어서게 된다.                    


","6,200",,
2835,"배우, 미친 흡입력 7","
정보석 저
        ","



백도, 흑도 할 것 없이 수많은 문파가 난립해 있는, 중원 최대의 부흥도시 낙양.그곳에는 당연히… 천마신교 낙양지부도 있다!스승의 사후, 그 유지를 이어 다른 무사들과 대결을 펼쳐온 피월려!대결의 인연으로 바로 그 천마신교 낙양지부에 발을 들인다.낙양이라는 특성상 숱한 정치싸움이 진행 중인 그곳에서 무림을 향한 피울려의 기지개가 시작되었다!                    


","7,200",,
2836,천마신교 낙양지부 15,"
태진 저
        ","



글렌 호텔 본부장 도경준.흙수저로 태어나 호텔리어의 정점의 위치까지 올라왔다.하지만……자신을 끌어 주었던 이의 손에 의해 나락으로 떨어지는데.눈을 떠보니 과거로,호텔리어의 시작인 벨맨으로서의 삶이그를 기다리고 있었다.과허, 현재, 그리고 미래를 아는 도경준.“도경준 스타일… 더 업그레이드해 주지. 기대해도 좋을 거야.”                    


","7,200",,
2837,호텔리어 8,"
AKARU 저
        ",,"7,200",,
2838,치트 플레이어 8,"
박태석 저
        ","



‘히든’ 소환술사가 되기 위해 랭커의 명예도 버렸다!“재미있어 보이는데, 이유가 필요해?”전 세계에서 가장 잘나가는 가상현실 게임 ‘카일란’가상현실학과에서도 유명한 게임 폐인 이안히든 클래스를 얻기 위해 93레벨의 캐릭터를 삭제하는데……그가 선택한 것은 카일란 최고의 노답 직업인 소환술사?게다가 교수에게서 걸려온 전화에 멘붕!학고를 피하려면 두 달 안에 삭제한 캐릭터의 레벨까지 올려라!레벨 업을 향해 더 빨리, 더 철저하게, 더 끈질기게『테이밍 마스터』의 전설이 시작된다!                    


","7,200",,
2839,테이밍 마스터 29,"
주옥 저
        ","



마교의 영원한 이인자.마교 유일의 막무가내 책사.마뇌 조준우.30년 만에 고향으로 귀환하다!“뭐가 이렇게 많이 바뀐 거야!?”자신의 고향을 침략한 어비스의 존재들, 몬스터!그들을 물리치기 위해서는 무공만으로는 부족하다. 스킬 그리고 아이템!그리고“천마가 살아있다고……?”나의 세상을 지키기 위해서라면, 기꺼이 너희의 세상을 파괴하겠다.그리고 더 이상은 일인지하만인지상으로 살지 않겠다.이제 내가 바로 천하제일인이다                    


","7,200",,
2840,마교 이인자에서 역대급 헌터가 되다! 3,"
진용재 저
        ","



뒷골목에서 이름을 떨치던 김경우.죽음의 문턱에서 다시 돌아오는데…“11개월 전이라고?”비극적인 운명을 바꾸기 위한아이돌 매니저 인생이 시작되었다.“동생… 동생들도… 살려주이소…….”그녀들의 인생 역전! 밑바닥에서 TOP까지!기상천외한 매니저가 나타났다!!                    


","7,200",,
2841,회귀해서 매니저 13,"
철암 저
        ","



“당신은 정도 무림의 상징 중 하나였습니다.”무너진 중원 무림의 상징인 백진수.정파의 배신과 음모로 죽음에 이르고 마는데…“다음 생에는 강자의 편에 서야겠어…….”정신을 차려보니 과거로 돌아왔다!다시는 후회할 일을 하지 않겠다.내 소중한 것들을 잃지 않겠다!!                    


","7,200",,
2842,백가전생 5,"
새벽검 저
        ","



중원제패를 노리는 혈교를 저지하기 위해20년만에 눈을 뜬 무신 무소월.“네놈은 대체 누구냐……!”무너져버린 정예를 보던 사내의 물음.이에 절망적인 대답만 들려오는데…“무소월(務蘇月)… 그게 내 이름이다!”세월에 잊혀져버린 줄 알았던무신(武神)의 전설이 다시 새겨지리라!!                    


","7,200",,
2843,무신전기 8,"
샤이나크 저
        ","



초등학교도 졸업하지 못한 한선호조각 같은 외모를 가졌으나외모보다 빛나는 건 그의 재능이었다.“프로듀서가 되고 싶어서 찾아왔습니다.”음률을 분해하고, 가능성을 싹 틔우며듣는 이의 마음을 울리는 음악!진정한 프로듀서가 되기 위하여그가 연예계의 문을 두드렸다!                    


","7,200",,
2844,스타 메이커 16,"
동전파스 저
        ","



몬스터가 등장한 ‘재앙의 날’로부터 30년F급 각성자 태주는 알 수 없는 힘에 의해그토록 원했던 과거로 되돌아간다“이건 기회다.아무것도 하지 못하고 모든 걸 잃어버렸던 과거를 뒤바꿀 기회.”오직 그만이 알고 있는 수많은 정보들아이템과 스킬을 모조리 싹쓸이하여이번엔 반드시 소중한 이들을 지켜 내리라!모든 힘을 독식할 그의 전설이 시작된다!                    


","7,200",,
2845,모두 다 내 거 9,"
박현수 저
        ","



명의 무사 이진석은 불로불사가 되었고600년이 흘러, ‘혈랑’이라 불렸다.‘혈랑’이란 이름으로 중국 함흑가를 떨게 했던 이진석.평범한 사업가의 신분으로 어머니의 나라 한국에 첫발을 디였으나국가를 장악하려는 부패한 대기업의 음모에 얽히고……“당신들 미쳤어. 어떻게 그 사람을 건드릴 생각을 해.처음부터 상대가 혈랑이라고 말을 했어야지!”최강이 되기 위해 살아왔던 불사자.핏빛 늑대의 이빨이 시대를 넘어 빛난다!                    


","7,200",,
2846,불사신 혈랑 15,"
한은솔 저
        ","



대한민국 육군 중사 강찬.시원섭섭하 마음으로 전역을 하던 날,외계 군대에 징집되어 신병이 되다.                    


","7,200",,
